url,event_id,article_id,shooter_name,killed_num,wounded_num,city,title
http://savannahnow.com/crime/2015-01-02/police-1-dead-4-injured-overnight-savannah-shooting,1,0,Unknown,1,4,Savannah,"Police: 1 dead, 4 injured in overnight Savannah shooting"
http://www.nbcmiami.com/news/local/2-Shot-2-Grazed-by-Bullets-in-Miami-287737751.html,4,1,Unknown,1,3,Miami,"1 Dead, 3 Injured in Miami Shooting"
http://www.wrcbtv.com/story/27778835/one-person-is-dead-and-three-others-are-injured-in-overnight-shooting,5,2,Cortez Sims,1,3,Chattanooga,UPDATE: 17-year-old murder suspect makes first appearance in cou - WRCBtv.com
http://boston.cbslocal.com/2015/01/09/1-dead-3-wounded-in-shooting-on-roxbury-street/,6,3,Unknown,1,3,Boston,"1 Dead, 3 Wounded In Shooting On Roxbury Street « CBS Boston"
http://abc7news.com/news/sfpd-confirm-4-dead-following-shooting-in-hayes-valley/469681/,7,4,Unknown,4,0,Francisco,San Francisco police confirm 4 dead following shooting in Hayes Valley
http://abc7news.com/news/5-hurt-in-shooting-during-chris-brown-party-in-sj/470625/,9,5,Unknown,0,5,Jose,Five injured in shooting during private party hosted by Chris Brown in San Jose
http://www.abcactionnews.com/news/region-polk/lakeland/deputies-one-person-killed-three-others-shot-during-a-home-invasion-robbery-in-lakeland,11,6,Unknown,1,3,Lakeland,"Deputies: One person killed, three others shot during a home invasion robbery in Lakeland - Story"
http://www.al.com/news/montgomery/index.ssf/2015/01/arrest_made_in_shooting_that_i_1.html,12,7,Rishod Shermaine Fields,0,5,Tuskegee,Arrest made in shooting that injured 5 at party near Tuskegee University
http://www.mystateline.com/fulltext-news/d/story/update-victims-identified-in-deadly-rockford-shoot/42689/GXoLZ3hSL0a6X8s5IeDbCA,15,8,Unknown,2,3,Rockford,UPDATE: Victims Identified In Deadly Rockford Shootings
http://www.ksat.com/content/pns/ksat/news/2015/01/20/chaotic-brawl--shooting-leaves-two-dead--more-wounded.html,16,9,Unknown,2,5,Antonio,"Chaotic brawl, shooting leaves 2 dead, 5 injured"
http://www.wsmv.com/story/27904193/clarksville-police-id-suspect-in-shooting,17,10,Timothy David Shoffner,1,3,Clarksville,Clarksville police arrest suspect in shooting
http://www.wcvb.com/news/multiple-people-shot-in-boston/30895680,18,11,Unknown,0,6,Boston,6 people wounded in Jamaica Plain shooting
http://www.usatoday.com/story/news/nation/2015/01/24/omaha-party-shooting/22297565/,19,12,Unknown,3,5,Omaha,3rd person shot at Omaha party dies
http://www.nbcnewyork.com/news/local/2-Kids-and-1-Adult-Dead-in-Queens-Shooting-3rd-Child-Being-Treated-Brookville-148th-Avenue-289669211.html,20,13,Jonathon Walker,4,1,Queens,"Man Shoots Young Daughters and Family, Kills Himself"
http://www.syracuse.com/news/index.ssf/2015/02/6th_victim_in_mcavans_pub_shooting_took_herself_to_hospital_sunday_police_say.html,24,14,Michael Morris,0,6,Syracuse,"6th victim in McAvan's Pub shooting took herself to hospital Sunday, police say"
http://7online.com/news/1-dead-4-wounded-after-shooting-in-hamilton-heights/500497/,25,15,Unknown,1,4,Manhattan,"1 dead, 4 wounded after multiple shooting in Hamilton Heights"
http://www.journalnow.com/news/crime/four-dead-in-stokes-county-shooting/article_eed92570-aca5-11e4-91e7-0f002c38c9b8.html,26,16,Unknown,4,0,King,Four victims identified in King shooting
http://www.newson6.com/story/28049041/tulsa-police-investigating-reports-of-triple-shooting,28,17,Unknown,1,3,Tulsa,"One Dead, Three Wounded In Tulsa Barber Shop Shooting - NewsOn6.com - Tulsa, OK - News, Weather, Video and Sports - KOTV.com"
http://www.csmonitor.com/USA/Latest-News-Wires/2015/0208/Children-among-five-dead-in-Georgia-shooting-video,29,18,Cedric G. Prather,5,2,Douglasville,Children among five dead in Georgia shooting (+video)
http://www.wmcactionnews5.com/story/28054306/six-hit-in-early-morning-crockett-county-shooting,30,19,Unknown,0,6,County,Six hit in early morning Crockett County shooting
http://www.tampabay.com/news/publicsafety/crime/pasco-sheriff-identifies-third-victim-in-moon-lake-shooting/2217118,31,20,Christopher Lee Duncan and Dora Delgado,3,1,Richey,Fourth potential victim escaped during Moon Lake shooting
http://www.nbclosangeles.com/news/local/Long-Beach-Shooting-Sunday-292042941.html,32,21,Unknown,0,5,Beach,Victim of Long Beach Drive-By Speaks Out
http://www.khou.com/story/news/2015/02/26/3-dead-2-injured-in-south-houston-shooting/24040425/,37,22,Unknown,3,2,Houston,"3 dead, 2 injured in south Houston shooting"
http://baltimore.cbslocal.com/2015/02/28/multiple-injured-in-baltimore-shooting/,39,23,Unknown,1,3,Baltimore,"1 Dead, 3 Injured In Baltimore Quadruple Shooting « CBS Baltimore"
http://www.wmur.com/national/three-dead-one-wounded-in-missouri-shootings/31551946,41,24,Unknown,3,1,Columbia,"Three dead, one wounded in Missouri shootings"
http://www.wftv.com/news/news/local/4-injured-tangelo-park-shooting/nkL22/,42,25,Unknown,0,4,Park,"4 shot, 2 critical after Tangelo Park shooting"
http://www.ocregister.com/articles/santa-652761-altercation-shot.html,44,26,Unknown,1,4,Ana,"Photos: 1 man shot dead, 4 injured after altercation at Santa Ana's El Zocalo restaurant"
http://abc7chicago.com/news/roseland-shooting-leaves-1-dead-3-injured-/551473/,47,27,Unknown,1,3,Chicago,"Odell Branch, Sr., 77, killed; Woman, 2 young boys injured in Roseland shooting"
http://www.wapt.com/news/central-mississippi/reports-5-shot-in-brookhaven/31775312,50,28,Jimmy Lyons,2,3,Brookhaven,"2 dead, 3 hospitalized following Brookhaven shooting"
http://www.wsbtv.com/news/news/local/police-investigating-shooting-left-5-men-injured/nkXFD/,51,29,Unknown,0,5,Atlanta,Police investigating shooting that left 5 men injured
http://www.wsfa.com/story/28529911/3-dead-1-injured-in-houston-county-murder-suicide,53,30,Christopher Lance Joyner,3,1,County,"3 dead, 1 critical in apparent south AL 'murder-suicide'"
http://losangeles.cbslocal.com/2015/03/15/2-girls-2-men-shot-at-birthday-party-in-compton/,54,31,Unknown,0,4,Compton,"2 Girls, 2 Men Shot At Birthday Party In Compton « CBS Los Angeles"
