url,event_id,article_id,shooter_name,killed_num,wounded_num,city,title
http://sanfrancisco.cbslocal.com/2013/01/12/3-young-men-teenage-boy-murdered-on-oakland-streets-in-6-hours-no-arrests/,0,0,Carlito Montoya,4,0,Oakland,Oakland Police Link 4 Recent Murders To Several Rival Groups « CBS San Francisco
http://hinterlandgazette.com/2013/01/oakland-gun-violence-ken-harbin-larry-lovette-eddiebo-rodriguez-4-killed-6hour-span.html,0,1,Carlito Montoya,4,0,Oakland,"Oakland Gun Violence: Ken Harbin, Larry Lovette & Eddiebo Rodriguez Among 4 Killed in 6-Hour Span"
http://losangeles.cbslocal.com/2013/01/01/man-killed-3-wounded-at-nye-party-in-hawthorne/,1,2,Unknown,1,3,Hawthorne,"Man Killed, 3 Wounded At NYE Party In Hawthorne « CBS Los Angeles"
http://latimesblogs.latimes.com/lanow/2013/01/hawthorne-new-year-party-three-killed.html,1,3,Unknown,1,3,Hawthorne,"One killed, 3 injured in Hawthorne New Year's Eve party shooting"
http://pittsburgh.cbslocal.com/2013/01/01/4-people-shot-in-mckeesport/,2,4,Julian Sims,0,4,McKeesport,4 Shot At McKeesport New Year’s Eve Party « CBS Pittsburgh
http://www.wtae.com/news/local/allegheny/U-S-Marshals-task-force-arrests-New-Year-s-party-shooting-suspect/-/10927008/17977588/-/1ydqtj/-/index.html,2,5,Julian Sims,0,4,McKeesport,U.S. Marshals task force arrests New Year’s party shooting suspect
http://www.wkyc.com/news/article/276177/3/Lorain-Arrest-made-in-gas-station-shooting,3,6,"Desmen Noble, Damian Bell",1,4,Lorain,Lorain: Arrest made in gas station shooting
http://www.19actionnews.com/story/20494559/31-year-old-man-charged-with-new-years-day-murder-at-lorain-gas-station,3,7,"Desmen Noble, Damian Bell",1,4,Lorain,Desmen Deupree Noble charged with gas station murder - Cleveland 19 News
http://chronicle.northcoastnow.com/2013/02/14/2-men-indicted-in-new-years-day-lorain-murder/,3,8,"Desmen Noble, Damian Bell",1,4,Lorain,2 men indicted in New Year's Day Lorain murder
http://morningjournal.com/articles/2013/02/22/news/cops_and_courts/doc5126fa31928a4356439484.txt,3,9,"Desmen Noble, Damian Bell",1,4,Lorain,Lorain man pleads innocent to New Year's murder
http://www.dailydemocrat.com/ci_22322664/aurora-shooter-was-frenetic-talented-neighbor-says,4,10,Sonny Archuleta,4,0,Aurora,"Aurora shootout killer was frenetic, talented, neighbor says"
http://denver.cbslocal.com/2013/01/06/officer-told-neighbor-standoff-gunman-was-on-meth-binge/,4,11,Sonny Archuleta,4,0,Aurora,Officer Told Neighbor Standoff Gunman Was On Meth Binge « CBS Denver
http://kwgn.com/2013/02/20/woman-shares-story-of-mental-illness-that-led-to-husbands-shooting-spree/,4,12,Sonny Archuleta,4,0,Aurora,Woman shares story of mental illness that led to husband’s shooting spree
http://usnews.nbcnews.com/_news/2013/01/07/16397584-police-four-women-found-dead-in-tulsa-okla-apartment?lite,5,13,Cedric and James Poore,5,0,Tulsa,"Police: Four women found dead in Tulsa, Okla., apartment"
http://www.newson6.com/story/20523249/police-4-women-found-dead-at-tulsa-apartment,5,14,Cedric and James Poore,5,0,Tulsa,"Our Apologies - NewsOn6.com - Tulsa, OK - News, Weather, Video and Sports - KOTV.com"
http://www.tulsaworld.com/news/article.aspx?subjectid=298&articleid=20130221_297_0_hrimgs614899,5,15,Cedric and James Poore,5,0,Tulsa,"Tulsa news, sports, business, entertainment, weather"
http://www.cbsnews.com/8301-504083_162-57577466-504083/tulsa-apartment-murders-update-hearing-scheduled-for-brothers-charged-in-quadruple-killing/,5,16,Cedric and James Poore,5,0,Tulsa,Tulsa Apartment Murders Update: Hearing scheduled for brothers charged in quadruple killing
http://www.kjrh.com/dpp/news/local_news/tulsa-police-identify-mondays-5-homicide-victims,5,17,Cedric and James Poore,5,0,Tulsa,Tulsa police identify Monday's 5 homicide victims
http://www.wric.com/story/20526108/police-man-killed-ex-girlfriend-and-her-mother-in-chesterfield,7,18,Herbert Bland Jr.,3,1,Dinwiddie,Police: Man Killed Ex-Girlfriend And Her Mother In Chesterfield
