url,event_id,article_id,shooter_name,killed_num,wounded_num,city,title
http://www.wmcactionnews5.com/story/27743361/5-injured-in-new-years-day-party-bus-shooting,0,0,Unknown,0,5,Memphis,5 injured in New Year's Day party bus shooting
http://savannahnow.com/crime/2015-01-02/police-1-dead-4-injured-overnight-savannah-shooting,1,1,Unknown,1,4,Savannah,"Police: 1 dead, 4 injured in overnight Savannah shooting"
http://dfw.cbslocal.com/2015/01/04/police-3-dead-1-in-surgery-after-dallas-shooting/,2,2,Unknown,3,1,Dallas,"Police: 3 Dead, 1 In Surgery After Dallas Shooting « CBS Dallas"
http://www.wdbj7.com/news/local/developing-story-roanoke-police-investigating-early-am-shooting/30521654,3,3,William Christopher Cabbler,2,4,Roanoke,UPDATE: Man wanted in connection to Shenandoah Ave. double murder turns himself in to police
http://www.nbcmiami.com/news/local/2-Shot-2-Grazed-by-Bullets-in-Miami-287737751.html,4,4,Unknown,1,3,Miami,"1 Dead, 3 Injured in Miami Shooting"
http://www.wrcbtv.com/story/27778835/one-person-is-dead-and-three-others-are-injured-in-overnight-shooting,5,5,Cortez Sims,1,3,Chattanooga,UPDATE: 17-year-old murder suspect makes first appearance in cou - WRCBtv.com
http://boston.cbslocal.com/2015/01/09/1-dead-3-wounded-in-shooting-on-roxbury-street/,6,6,Unknown,1,3,Boston,"1 Dead, 3 Wounded In Shooting On Roxbury Street « CBS Boston"
http://abc7news.com/news/sfpd-confirm-4-dead-following-shooting-in-hayes-valley/469681/,7,7,Unknown,4,0,Francisco,San Francisco police confirm 4 dead following shooting in Hayes Valley
http://www.kxly.com/news/north-idaho-news/moscow-police-investigating-shooting/30634900,8,8,John Lee,3,1,Moscow,"3 dead, 1 injured in Moscow shooting spree"
http://abc7news.com/news/5-hurt-in-shooting-during-chris-brown-party-in-sj/470625/,9,9,Unknown,0,5,Jose,Five injured in shooting during private party hosted by Chris Brown in San Jose
http://www.wral.com/two-dead-five-injured-in-shooting-at-hope-mills-party/14346149/,10,10,Unknown,2,5,Mills,"Two dead, five injured in shooting at Hope Mills party"
http://www.abcactionnews.com/news/region-polk/lakeland/deputies-one-person-killed-three-others-shot-during-a-home-invasion-robbery-in-lakeland,11,11,Unknown,1,3,Lakeland,"Deputies: One person killed, three others shot during a home invasion robbery in Lakeland - Story"
http://www.al.com/news/montgomery/index.ssf/2015/01/arrest_made_in_shooting_that_i_1.html,12,12,Rishod Shermaine Fields,0,5,Tuskegee,Arrest made in shooting that injured 5 at party near Tuskegee University
http://wtkr.com/2015/01/13/early-morning-shooting-at-portsmouth-lounge-leaves-5-people-injured/,14,13,Unknown,0,5,Portsmouth,Five people wounded in early morning shooting at Portsmouth lounge
http://www.mystateline.com/fulltext-news/d/story/update-victims-identified-in-deadly-rockford-shoot/42689/GXoLZ3hSL0a6X8s5IeDbCA,15,14,Unknown,2,3,Rockford,UPDATE: Victims Identified In Deadly Rockford Shootings
http://www.ksat.com/content/pns/ksat/news/2015/01/20/chaotic-brawl--shooting-leaves-two-dead--more-wounded.html,16,15,Unknown,2,5,Antonio,"Chaotic brawl, shooting leaves 2 dead, 5 injured"
http://www.wsmv.com/story/27904193/clarksville-police-id-suspect-in-shooting,17,16,Timothy David Shoffner,1,3,Clarksville,Clarksville police arrest suspect in shooting
http://www.wcvb.com/news/multiple-people-shot-in-boston/30895680,18,17,Unknown,0,6,Boston,6 people wounded in Jamaica Plain shooting
http://www.usatoday.com/story/news/nation/2015/01/24/omaha-party-shooting/22297565/,19,18,Unknown,3,5,Omaha,3rd person shot at Omaha party dies
http://www.nbcnewyork.com/news/local/2-Kids-and-1-Adult-Dead-in-Queens-Shooting-3rd-Child-Being-Treated-Brookville-148th-Avenue-289669211.html,20,19,Jonathon Walker,4,1,Queens,"Man Shoots Young Daughters and Family, Kills Himself"
http://www.kcra.com/news/local-news/news-stockton/teenager-dies-3-others-hurt-in-stockton-shooting/30937222,21,20,Unknown,1,4,Stockton,"Teenager dies, 3 others hurt in Stockton shooting"
http://www.wsbtv.com/news/news/local/five-bodies-found-inside-lagrange-home/nj2rK/,23,21,Thomas Jessee Lee,5,0,County,Source: Suspect in 5 Troup Co. killings in custody
http://www.syracuse.com/news/index.ssf/2015/02/6th_victim_in_mcavans_pub_shooting_took_herself_to_hospital_sunday_police_say.html,24,22,Michael Morris,0,6,Syracuse,"6th victim in McAvan's Pub shooting took herself to hospital Sunday, police say"
http://7online.com/news/1-dead-4-wounded-after-shooting-in-hamilton-heights/500497/,25,23,Unknown,1,4,Manhattan,"1 dead, 4 wounded after multiple shooting in Hamilton Heights"
http://www.journalnow.com/news/crime/four-dead-in-stokes-county-shooting/article_eed92570-aca5-11e4-91e7-0f002c38c9b8.html,26,24,Unknown,4,0,King,Four victims identified in King shooting
http://www.newson6.com/story/28049041/tulsa-police-investigating-reports-of-triple-shooting,28,25,Unknown,1,3,Tulsa,"One Dead, Three Wounded In Tulsa Barber Shop Shooting - NewsOn6.com - Tulsa, OK - News, Weather, Video and Sports - KOTV.com"
http://www.csmonitor.com/USA/Latest-News-Wires/2015/0208/Children-among-five-dead-in-Georgia-shooting-video,29,26,Cedric G. Prather,5,2,Douglasville,Children among five dead in Georgia shooting (+video)
http://www.wmcactionnews5.com/story/28054306/six-hit-in-early-morning-crockett-county-shooting,30,27,Unknown,0,6,County,Six hit in early morning Crockett County shooting
http://www.tampabay.com/news/publicsafety/crime/pasco-sheriff-identifies-third-victim-in-moon-lake-shooting/2217118,31,28,Christopher Lee Duncan and Dora Delgado,3,1,Richey,Fourth potential victim escaped during Moon Lake shooting
http://www.nbclosangeles.com/news/local/Long-Beach-Shooting-Sunday-292042941.html,32,29,Unknown,0,5,Beach,Victim of Long Beach Drive-By Speaks Out
http://www.arkansasonline.com/news/2015/feb/18/one-killed-three-injured-in-shooting-at/,33,30,Unknown,1,3,Rock,"One killed, three injured in shooting at LR motel"
http://www.wsbtv.com/news/news/local/2-deputies-shot-habersham-county/nkGwC/,34,31,Anthony Giaquinta,3,2,County,"3 dead in shooting spree that injured Habersham Co. Sheriff,..."
http://www.postandcourier.com/article/20150223/PC16/150229733/1005&source=RSS,35,32,Unknown,0,4,Charleston,Victims: Gunshots at Charlie O’s came out of nowhere
http://www.khou.com/story/news/2015/02/26/3-dead-2-injured-in-south-houston-shooting/24040425/,37,33,Unknown,3,2,Houston,"3 dead, 2 injured in south Houston shooting"
http://www.nbcnews.com/news/crime-courts/nine-found-dead-including-gunman-after-missouri-shooting-spree-police-n314071,38,34,Joseph Jesse Aldridge,8,1,Tyrone,"Gunman Kills 7, Including Family, Then Himself in Missouri Shooting Rampage"
http://baltimore.cbslocal.com/2015/02/28/multiple-injured-in-baltimore-shooting/,39,35,Unknown,1,3,Baltimore,"1 Dead, 3 Injured In Baltimore Quadruple Shooting « CBS Baltimore"
http://www.wmur.com/national/three-dead-one-wounded-in-missouri-shootings/31551946,41,36,Unknown,3,1,Columbia,"Three dead, one wounded in Missouri shootings"
http://www.wftv.com/news/news/local/4-injured-tangelo-park-shooting/nkL22/,42,37,Unknown,0,4,Park,"4 shot, 2 critical after Tangelo Park shooting"
http://www.ocregister.com/articles/santa-652761-altercation-shot.html,44,38,Unknown,1,4,Ana,"Photos: 1 man shot dead, 4 injured after altercation at Santa Ana's El Zocalo restaurant"
http://abc7chicago.com/news/roseland-shooting-leaves-1-dead-3-injured-/551473/,47,39,Unknown,1,3,Chicago,"Odell Branch, Sr., 77, killed; Woman, 2 young boys injured in Roseland shooting"
http://www.wapt.com/news/central-mississippi/reports-5-shot-in-brookhaven/31775312,50,40,Jimmy Lyons,2,3,Brookhaven,"2 dead, 3 hospitalized following Brookhaven shooting"
http://www.wsbtv.com/news/news/local/police-investigating-shooting-left-5-men-injured/nkXFD/,51,41,Unknown,0,5,Atlanta,Police investigating shooting that left 5 men injured
http://www.wsfa.com/story/28529911/3-dead-1-injured-in-houston-county-murder-suicide,53,42,Christopher Lance Joyner,3,1,County,"3 dead, 1 critical in apparent south AL 'murder-suicide'"
http://losangeles.cbslocal.com/2015/03/15/2-girls-2-men-shot-at-birthday-party-in-compton/,54,43,Unknown,0,4,Compton,"2 Girls, 2 Men Shot At Birthday Party In Compton « CBS Los Angeles"
http://www.kcra.com/news/police-multiple-people-reportedly-injured-in-stockton-shooting/31860188,55,44,Unknown,3,4,Stockton,"3 killed, 4 injured in mass shooting outside Stockton market"
http://www.usatoday.com/story/news/nation/2015/03/18/mesa-arizona-shootings/24965575/,56,45,Unknown,1,5,Mesa,Suspect in custody in Arizona shootings
http://www.northjersey.com/news/police-1-killed-3-wounded-in-afternoon-shooting-in-newark-1.1291344,57,46,Unknown,1,3,Newark,"Police: 1 killed, 3 wounded in afternoon shooting in Newark"
http://www.cdispatch.com/news/article.asp?aid=40862,59,47,Unknown,0,4,Columbus,Columbus police seek suspects in Friday shooting
http://newsok.com/police-investigate-quadruple-shooting-in-northeast-oklahoma-city/article/5403359,60,48,Unknown,0,4,City,Police investigate quadruple shooting in northeast Oklahoma City
http://chicago.suntimes.com/crime/7/71/463526/four-shot-joliet,61,49,Unknown,0,4,Joliet,Four shot at Joliet party for friend headed to prison
http://crimeblog.dallasnews.com/2015/03/five-wounded-one-killed-in-lancaster-shooting.html/,62,50,Unknown,1,5,Lancaster,"Five wounded, one killed in Lancaster shooting"
http://tbo.com/news/crime/four-shot-outside-carmines-restaurant-in-ybor-city-20150321/,63,51,Unknown,0,4,City,Four shot outside Carmine’s restaurant in Ybor City
http://www.winknews.com/2015/03/22/five-injured-at-lehigh-acres-party/,64,52,Unknown,0,5,Acres,Five injured at Lehigh Acres party
http://www.abqjournal.com/558868/abqnewsseeker/albuquerque-police-1-dead-others-hurt-in-park-shooting.html,65,53,Unknown,1,6,Albuquerque,Skate park clash erupts in gunfire
http://www.usatoday.com/story/news/nation/2015/03/24/4-dead-indianapolis-home/70374450/,67,54,Unknown,4,0,Indianapolis,4 shot dead in Indianapolis home
http://amarillo.com/news/latest-news/2015-03-26/police-investigate-near-hamlet-elementary,68,55,Unknown,0,4,Amarillo,Police investigate shooting near Hamlet Elementary
http://www.oregonlive.com/today/index.ssf/2015/03/spring_break_shooting_in_flori.html,69,56,David Jamichael Daniels,0,7,Beach,Spring break shooting in Florida injures seven
http://www.news10.net/story/news/local/stockton/2015/03/29/four-people-shooting-deja-vu-night-club/70644684/,70,57,Unknown,0,4,Stockton,Four people injured in shooting outside Deja Vu Showgirls nightclub
http://www.tulsaworld.com/news/crimewatch/four-people-found-dead-in-east-tulsa-home-police-say/article_9c246e78-57b2-5d84-8257-5a5d23e37a14.html,71,58,Sudheer Khamitkar,4,0,Tulsa,UPDATE: Tulsa police identify family found dead in apparent murder-suicide at east Tulsa home
http://www.wbaltv.com/news/multiple-people-shot-in-west-baltimore/32156116,72,59,Unknown,0,5,Baltimore,"4 adults, 1 teenager shot in west Baltimore"
http://www.wesh.com/news/4-people-shot-near-bethunecookman-university-deputies-say/32169944,73,60,Vincent Tyrone Smith,0,4,Beach,PD: Man sought in house party shooting near Bethune-Cookman University
http://www.wave3.com/story/28724814/5-people-shot-in-early-hours-of-easter-sunday,74,61,Unknown,1,4,Louisville,"1 dead, 4 injured in shooting early Easter morning"
http://www.bigstory.ap.org/article/c5d24cbeed8d40afb2322c66e6b9153c/police-2-women-3-children-shot-indianapolis-townhome,75,62,Unknown,0,5,Indianapolis,"Police: 2 women, 3 children, shot in Indianapolis town home"
http://wrgarome.com/common/page.php?feed=1&id=45571&is_corp=1,76,63,Unknown,1,3,Rome,One dead in Tuesday night shooting
http://www.washingtonpost.com/news/morning-mix/wp/2015/04/17/five-dead-in-family-dispute-after-hours-long-standoff-at-phoenix-home/,77,64,Unknown,5,0,Phoenix,Five dead in family dispute after hours-long standoff at Phoenix home
http://www.dailynews.com/general-news/20150416/1-killed-4-wounded-in-shootings-in-palms-male-suspect-sought,78,65,Unknown,1,4,Angeles,"1 killed, 4 wounded in shootings in Palms; male suspect sought"
http://www.nbcnewyork.com/news/local/Boy-15-Dies-in-NJ-Shooting-Paterson-300593881.html,79,66,Unknown,1,3,Paterson,15-Year-Old Basketball Star Dies in Drive-By Shooting in New Jersey
http://www.wave3.com/story/28837482/police-shooting-in-lumberton-leaves-one-dead-6-year-old-child-among-3-injured,81,67,Unknown,1,3,Lumberton,"Police: Shooting in Lumberton leaves one dead, 6-year-old child"
http://www.pennlive.com/midstate/index.ssf/2015/04/five_wounded_in_shooting_outsi.html#incart_river,82,68,Unknown,0,5,Williamsport,Five wounded in shooting outside downtown Williamsport night club
http://www.wsfa.com/story/28841135/5-injured-in-west-montgomery-shooting,83,69,Unknown,0,5,Montgomery,5 injured in west Montgomery shooting
http://www.richmond.com/news/local/city-of-richmond/article_d6647e6f-dd0f-5edf-b43b-4c981e8eb9aa.html,84,70,Unknown,0,4,Richmond,Richmond Times-Dispatch: City Of Richmond News
http://www.kwtx.com/home/headlines/Police-Investigate-Early-Morning-Shooting-300759331.html,85,71,Unknown,2,3,Killeen,"Affidavits Shed Some Light On Shooting That Left 2 Dead, 3 Injured"
http://www.nj.com/mercer/index.ssf/2015/04/4_shot_in_trenton_early_saturday_night_police_say.html,86,72,Unknown,0,4,Trenton,Trenton shooting leaves 4 people wounded
http://www.nytimes.com/2015/04/28/nyregion/5-shot-2-fatally-outside-funeral-at-brooklyn-church.html?smid=re-share&_r=0,88,73,Unknown,2,4,Brooklyn,"Six Are Shot, Two Fatally, Outside a Brooklyn Church After a Funeral"
http://fox6now.com/2015/05/01/developing-two-killed-in-early-morning-shooting-near-37th-and-nash/,90,74,Unknown,2,3,Milwaukee,"Family feud turns deadly in Milwaukee; two people killed, three wounded"
http://news.yahoo.com/four-killed-shooting-wisconsin-foot-bridge-including-suspect-041118959.html,91,75,Unknown,4,1,Menasha,"Four killed in shooting on Wisconsin foot bridge, including suspect"
http://www.wsbt.com/news/local/update-arrest-made-in-south-bend-shooting-that-injured-4/32785308,92,76,Christopher Lee Accettura,0,4,Bend,UPDATE: Arrest made in South Bend shooting that injured 4
http://www.kwtx.com/home/headlines/Six-Injured-In-Shooting-Outside-Of-Texas-Nightclub-302352761.html,93,77,Unknown,0,6,Houston,Six Injured In Shooting Outside Of Texas Nightclub
http://www.wlwt.com/news/police-8-shot-at-dayton-business/32778884,94,78,Unknown,1,6,Dayton,"Cops: 1 killed, at least 6 others wounded in Dayton shooting"
http://wivb.com/2015/05/04/police-respond-to-triple-shooting-in-buffalo/,96,79,Unknown,1,3,Buffalo,"Apparent gang shooting kills 1, sends 3 to hospital"
http://www.wlwt.com/news/cpd-investigating-quadruple-shooting-on-baltimore-avenue/32867572,97,80,Unknown,0,4,Cincinnati,CPD investigating quadruple shooting on Baltimore Avenue
http://www.nj.com/hudson/index.ssf/2015/05/4_women_shot_on_jersey_city_street_5_charged_with.html#incart_river,98,81,Unknown,0,4,City,4 women shot on Jersey City street; 5 charged with weapons
http://www.huffingtonpost.com/2015/05/11/cleveland-shooting_n_7254086.html,99,82,Unknown,1,4,Cleveland,"Shooting In Cleveland Leaves 1 Dead, 4 Injured"
http://www.nbcnewyork.com/news/local/NJ-Newark-Knights-Biker-Club-Shooting-Dead-303236741.html,100,83,Unknown,1,3,Newark,"Teen Killed, 3 Men Hurt in Shooting After Mother's Day Motorcycle Blessing Event in Newark: Prosecutors"
http://wtop.com/prince-georges-county/2015/05/one-killed-4-injured-in-capitol-heights-shooting/,101,84,Unknown,1,4,Heights,"One killed, 4 injured in Capitol Heights shooting"
http://www.huffingtonpost.com/2015/05/13/tucson-shooting_n_7272000.html,102,85,Christopher Carrillo,5,0,Tucson,Tucson Shooting Leaves 5 Dead Inside Home; Police Suspect Murder-Suicide
